t,bid_x,bid_sz_x,ask_x,ask_sz_x,bid_y,bid_sz_y,ask_y,ask_sz_y,ask_sum,bid_sum,ask_profit,bid_profit,viol,persist
2026-09-20 17:03:30.198852+00:00,0.999,1022462.09,0.88,0.0,0.12,0.0,0.001,1022513.26,0.881,1.119,0.0,0.0,True,26
2026-09-20 17:03:30.199363+00:00,0.999,1022462.09,0.88,0.0,0.12,0.0,0.001,1022462.09,0.881,1.119,0.0,0.0,True,25
2026-09-20 17:04:20.079531+00:00,0.999,1022086.19,0.88,0.0,0.12,0.0,0.001,1022086.19,0.881,1.119,0.0,0.0,True,24
2026-09-20 17:04:51.147520+00:00,0.999,1022064.5,0.88,0.0,0.12,0.0,0.001,1022086.19,0.881,1.119,0.0,0.0,True,23
2026-09-20 17:04:51.148026+00:00,0.999,1022064.5,0.88,0.0,0.12,0.0,0.001,1022064.5,0.881,1.119,0.0,0.0,True,22
2026-09-20 17:04:57.132025+00:00,0.999,1021419.34,0.88,0.0,0.12,0.0,0.001,1022064.5,0.881,1.119,0.0,0.0,True,21
2026-09-20 17:04:57.132532+00:00,0.999,1021419.34,0.88,0.0,0.12,0.0,0.001,1021419.34,0.881,1.119,0.0,0.0,True,20
2026-09-20 17:05:28.141877+00:00,0.999,1021144.87,0.88,0.0,0.12,0.0,0.001,1021419.34,0.881,1.119,0.0,0.0,True,19
2026-09-20 17:05:28.142382+00:00,0.999,1021144.87,0.88,0.0,0.12,0.0,0.001,1021144.87,0.881,1.119,0.0,0.0,True,18
2026-09-20 17:05:33.553660+00:00,0.999,1021124.87,0.88,0.0,0.12,0.0,0.001,1021144.87,0.881,1.119,0.0,0.0,True,17
2026-09-20 17:05:33.554165+00:00,0.999,1021124.87,0.88,0.0,0.12,0.0,0.001,1021124.87,0.881,1.119,0.0,0.0,True,16
2026-09-20 17:06:16.152539+00:00,0.999,1021078.0,0.88,0.0,0.12,0.0,0.001,1021124.87,0.881,1.119,0.0,0.0,True,15
2026-09-20 17:06:16.153046+00:00,0.999,1021078.0,0.88,0.0,0.12,0.0,0.001,1021078.0,0.881,1.119,0.0,0.0,True,14
2026-09-20 17:07:22.293037+00:00,0.999,1014814.3,0.88,0.0,0.12,0.0,0.001,1021078.0,0.881,1.119,0.0,0.0,True,13
2026-09-20 17:07:22.293539+00:00,0.999,1014814.3,0.88,0.0,0.12,0.0,0.001,1014814.3,0.881,1.119,0.0,0.0,True,12
2026-09-20 17:07:56.287328+00:00,0.999,1013019.3,0.88,0.0,0.12,0.0,0.001,1014814.3,0.881,1.119,0.0,0.0,True,11
2026-09-20 17:07:56.319901+00:00,0.999,1013019.3,0.88,0.0,0.12,0.0,0.001,1013019.3,0.881,1.119,0.0,0.0,True,10
2026-09-20 17:08:04.226748+00:00,0.999,1012968.43,0.88,0.0,0.12,0.0,0.001,1012968.43,0.881,1.119,0.0,0.0,True,9
2026-09-20 17:09:29.114715+00:00,0.999,1012627.44,0.88,0.0,0.12,0.0,0.001,1012968.43,0.881,1.119,0.0,0.0,True,8
2026-09-20 17:09:29.115219+00:00,0.999,1012627.44,0.88,0.0,0.12,0.0,0.001,1012627.44,0.881,1.119,0.0,0.0,True,7
2026-09-20 17:12:24.080233+00:00,0.999,997107.44,0.88,0.0,0.12,0.0,0.001,1012627.44,0.881,1.119,0.0,0.0,True,6
2026-09-20 17:12:24.080738+00:00,0.999,997107.44,0.88,0.0,0.12,0.0,0.001,997107.44,0.881,1.119,0.0,0.0,True,5
2026-09-20 17:16:14.278523+00:00,0.999,996851.75,0.88,0.0,0.12,0.0,0.001,996851.75,0.881,1.119,0.0,0.0,True,4
2026-09-20 17:20:57.210130+00:00,0.999,909376.94,0.88,0.0,0.12,0.0,0.001,996851.75,0.881,1.119,0.0,0.0,True,3
2026-09-20 17:20:57.210633+00:00,0.999,909376.94,0.88,0.0,0.12,0.0,0.001,909376.94,0.881,1.119,0.0,0.0,True,2
2026-09-20 17:23:16.133663+00:00,0.999,909289.63,0.88,0.0,0.12,0.0,0.001,909289.63,0.881,1.119,0.0,0.0,True,1
