key,mtime,y,is_ct,pistol_rate_gap,pistol_rate_top,call_early_winrate,call_mid_winrate,call_early_alive_end,call_mid_alive_end,call_early_future_kill,call_mid_future_kill,cpist_early_winrate,cpist_mid_winrate,cpist_early_alive_end,cpist_mid_alive_end,cpist_early_future_kill,cpist_mid_future_kill,form_gap
hltv_2389646_103946_the_mongolz_vs_furia_m2_inferno,1769970577.0,1,0,0.0,0.5,0.0025356185059350334,0.004912291803800151,-0.04167643102447732,-0.06276148983813906,-0.017574843867717627,-0.029847657452816978,0.0008063153080318797,-0.00879497984622385,-0.019867871053840802,-0.01906668453457505,0.0030052731866421767,-0.011861003459768038,-0.10598971419071462
hltv_2389646_103946_the_mongolz_vs_furia_m2_inferno,1769970577.0,0,1,0.0,0.5,0.0025356185059350334,0.004912291803800151,-0.04167643102447732,-0.06276148983813906,-0.017574843867717627,-0.029847657452816978,0.0008063153080318797,-0.00879497984622385,-0.019867871053840802,-0.01906668453457505,0.0030052731866421767,-0.011861003459768038,-0.10598971419071462
hltv_2389648_103951_parivision_vs_astralis_m1_overpass,1769975323.0,1,1,,,,,,,,,,,,,,,
hltv_2389648_103951_parivision_vs_astralis_m1_overpass,1769975323.0,0,0,,,,,,,,,,,,,,,
hltv_2389647_103949_natus_vincere_vs_spirit_m1_mirage,1769978293.0,1,0,,,,,,,,,,,,,,,
hltv_2389647_103949_natus_vincere_vs_spirit_m1_mirage,1769978293.0,1,1,,,,,,,,,,,,,,,
hltv_2389647_103949_natus_vincere_vs_spirit_m2_dust2,1769981411.0,0,1,0.625,0.8125,0.0014958555669988272,0.0054389269208675595,-0.01663924732908101,-0.01639692644613111,-0.009896844282331174,-0.010476403096824793,0.0031668543658758264,-0.07669751152866633,0.012288120250430079,-0.030213368910230354,0.038142262237113755,0.003007587574181958,-0.07767966663252784
hltv_2389647_103949_natus_vincere_vs_spirit_m2_dust2,1769981411.0,0,0,0.625,0.8125,0.0014958555669988272,0.0054389269208675595,-0.01663924732908101,-0.01639692644613111,-0.009896844282331174,-0.010476403096824793,0.0031668543658758264,-0.07669751152866633,0.012288120250430079,-0.030213368910230354,0.038142262237113755,0.003007587574181958,-0.07767966663252784
hltv_2389649_103964_3dmax_vs_vitality_m1_inferno,1770039814.0,0,1,,,,,,,,,,,,,,,
hltv_2389649_103964_3dmax_vs_vitality_m1_inferno,1770039814.0,0,0,,,,,,,,,,,,,,,
hltv_2389651_103966_mouz_vs_aurora_m1_dust2,1770040069.0,1,0,-0.1923076923076923,0.6923076923076923,-0.07279319668660422,0.028679017340320467,-0.08304795458526465,-0.09449107516890642,-1.458449210633983e-05,-0.03831006751765326,-0.22823427734543794,-0.1308829389766208,0.00738911702613454,0.002439207801977067,0.032780111109467325,-0.03570802243480681,
